Human,Mouse
10570,26757
10572,30954
10573,68611
10574,12468
10575,12464
10576,12461
10577,67963
10579,57752
10580,20411
10581,66141
10584,239447
10585,99011
10586,23937
10587,26462
10589,66556
10590,214189
10591,381101
10592,14211
10594,192159
10595,26918
10598,217737
10600,74112
10602,260409
10603,23921
10605,218693
10606,67054
10607,213773
10608,17122
10609,66180
10610,20446
10611,56376
10612,55992
10613,226144
10614,192231
10615,54141
10616,24105
10617,70527
10618,22134
10620,56380
10621,70408
10622,67486
10623,74414
10625,117198
10626,94092
10627,67268
10628,56338
10629,225895
10630,14726
10631,50706
10632,27425
10633,75668
10634,78926
10635,19362
10636,51791
10637,13590
10640,105504
10641,56032
10642,140486
10643,140488
10644,319765
10645,207565
10650,225655
10651,53375
10652,56418
10653,20733
10654,68603
10655,226049
10656,13992
10657,20218
10658,13046
10659,14007
10660,16814
10661,16596
10663,80901
10664,13018
10666,225825
10667,69955
10668,68755
10669,68567
10670,68441
10671,22428
10672,14674
10673,24099
10675,29873
10677,11567
10678,53625
10681,14697
10682,13595
10683,13389
10686,114141
10687,239157
10690,14348
10691,56809
10692,20132
10693,12467
10694,12469
10695,72029
10699,53419
10712,68521
10713,28035
10714,67967
10715,93898
10716,21375
10717,67489
10718,18183
10721,77782
10723,20499
10724,76055
10725,54446
10726,18221
10728,56351
10730,27377
10732,277353
10733,20873
10734,50878
10735,20843
10736,20472
10741,26450
10742,24004
10743,19377
10745,18685
10746,26405
10747,17175
10749,16562
10750,71520
10752,12661
10753,73647
10755,67903
10758,103213
10761,56096
10762,18141
10763,18008
10765,75605
10766,57259
10767,56422
10768,229709
10769,20620
10771,66505
10772,14105
10773,241322
10775,66161
10776,59046
10777,74100
10781,77519
10783,59126
10785,57773
10786,105355
10787,50884
10788,544963
10791,53620
10797,17768
10798,258640
10799,208366
10800,58861
10802,77371
10803,12769
10804,14623
10806,76816
10807,68112
10808,15505
10809,56018
10810,245880
10811,241275
10813,72554
10814,12890
10815,12889
10816,629747
10817,107971
10818,327826
10825,50877
10827,67726
10838,27081
10840,107747
10841,14317
10842,19051
10844,74237
10845,270166
10846,23984
10847,100043597
10848,333654
10849,70333
10855,15442
10856,20174
10857,53328
10858,13116
10861,231583
10863,13522
10864,108114
10865,214855
10867,109246
10868,74270
10869,71472
10870,23900
10873,109264
10874,56183
10875,14190
10880,11471
10881,11470
10882,23829
10884,59054
10885,269470
10886,104443
10887,58182
10888,14608
10890,19325
10891,19017
10892,240354
10893,17391
10894,114332
10897,68090
10898,54188
10899,23922
10900,51799
10901,28200
10902,78656
10903,194126
10904,53619
10905,17156
10906,231712
10907,27366
10908,50767
10910,67955
10911,24111
10912,23882
10913,13608
10914,18789
10915,56070
10916,80884
10919,110147
10920,108679
10921,19826
10922,66587
10923,20024
10924,57319
10926,27214
10927,20729
10928,19765
10930,11811
10933,21761
10935,11757
10936,237716
10938,13660
10939,69597
10940,67724
10941,94215
10942,57256
10943,17692
10944,56372
10945,68137
10946,75062
10947,64933
10948,59045
10949,77134
10950,12228
10951,12412
10952,66212
10953,67145
10954,72599
10955,26943
10956,216440
10957,108767
10959,56334
10960,66890
10961,67397
10962,56772
10963,20867
10964,15061
10965,171210
10966,217371
10969,69072
10970,216197
10971,22630
10973,77987
10975,66594
10978,98985
10979,218952
10980,26893
10981,67844
10982,212307
10983,12453
10985,231659
10987,26754
10988,56307
10989,76614
10991,76257
10992,319322
10993,231691
10994,216136
10998,26459
10999,26569
11000,26568
11001,26458
11004,73804
11005,72432
11007,240514
11009,93672
11010,73690
11011,24086
11012,56538
11014,66913
11015,105785
11016,223922
11017,66618
11018,17083
11019,79464
11020,67042
11021,77407
11022,72634
11023,22326
11030,19663
11031,106572
11033,231821
11034,56431
11035,56532
11036,71828
11037,77057
11040,18715
11041,108902
11043,23947
11044,210106
11045,109637
11046,70484
11047,56436
11051,68219
11052,432508
11054,72075
11055,53604
11056,78394
11057,54608
11059,107568
11060,66894
11061,16840
11062,71916
11063,214105
11064,26920
11065,68612
11066,76167
11067,213393
11068,56368
11069,56508
11070,56395
11072,56405
11073,235559
11074,224762
11075,20257
11076,72948
11077,74377
11078,110253
11079,67830
11080,67035
11081,16545
11082,71690
11083,23856
11085,71078
11086,244486
11091,140858
11092,69987
11093,279028
11094,381356
11095,30806
11096,23794
11097,231042
11098,76453
11099,24000
11100,232989
11101,11907
11102,67053
11103,52705
11104,23924
11107,70779
11108,72843
11112,58875
11113,12704
11116,75296
11117,100952
11118,632126
11122,19281
11123,53902
11124,14084
11126,54215
11127,16568
11128,218832
11129,53609
11130,52696
11131,268958
11132,23830
11133,70394
11135,104445
11136,30962
11137,103136
11138,54610
11140,12539
11141,331461
11142,18769
11143,217127
11144,13404
11145,225845
11146,170823
11149,23828
11151,12721
11152,54636
11153,231630
11154,11782
11156,19245
11157,78651
11159,68708
11160,244373
11161,58520
11162,229228
11163,71207
11164,53893
11165,56409
11166,223227
11167,14314
11168,101739
11169,218973
11170,268709
11171,20901
11172,27356
11173,108153
11174,108154
11176,116848
11177,217578
11178,211134
11179,246196
11180,83669
11181,58866
11182,227659
11183,399510
11184,26411
11185,21743
11186,56289
11187,56460
11189,78784
11190,16328
11193,22380
11194,74610
11196,207352
11197,24117
11198,114741
11199,26359
11200,50883
11201,26447
11202,259277
11211,93897
11212,114863
11213,73914
11214,75547
11215,219181
11216,56697
11218,53975
11219,24102
11221,63953
11222,94062
11224,66489
11226,207839
11227,241391
11228,71323
11230,54637
11231,140740
11232,50776
11234,246694
11235,56426
11236,75841
11237,51902
11238,56078
11240,18600
11243,67037
11244,22770
11245,381413
11247,104080
11248,104079
11249,18232
11250,93690
11251,14764
11252,23970
11253,227619
11254,56774
11255,99296
11258,53598
11259,78749
11260,73192
11261,56398
11262,434484
11264,59038
11266,80915
11267,27681
11269,234733
11270,106582
11273,233871
11274,24110
11275,77113
11277,22040
11278,16597
11279,245671
11280,24046
11281,218030
11282,103534
11283,106648
11284,59047
11285,218271
11309,101488
11311,22365
11313,26394
11314,217303
11315,57320
11316,59042
11317,19668
11318,11536
11319,70601
11320,269181
11321,74254
11322,217353
11325,72047
11326,278180
11328,27055
11329,106504
11330,76701
11331,12034
11332,70025
11333,231887
11334,80385
11336,211446
11337,56486
11338,22185
11339,70645
11340,69639
11341,20284
11342,24017
11343,23945
11344,23999
11345,93739
11346,104027
22794,192160
22795,18074
22796,76332
22797,21426
22800,66922
22801,319480
22803,24128
22806,22780
22807,22779
22808,17532
22809,107503
22818,56447
22820,54161
22821,19414
22822,21664
22823,17765
22824,18415
22826,68598
22827,67959
22828,106583
22832,382090
22834,268469
22835,22693
22836,73296
22837,319876
22838,105239
22839,228836
22841,74998
22843,320472
22844,666060
22845,227697
22846,238328
22847,668501
22848,269774
22849,208922
22850,240442
22852,232339
22853,231876
22854,80883
22856,269941
22858,56542
22859,330814
22862,319448
22863,100504663
22864,71750
22865,386750
22866,245684
22868,75619
22870,243819
22871,192167
22872,69162
22873,66573
22874,240753
22875,224794
22876,101490
22877,208104
22878,75964
22879,270096
22880,74522
22881,140577
22882,387609
22883,65945
22884,207615
22885,319713
22887,230700
22888,140629
22889,74200
22890,268564
22891,216049
22893,228536
22894,72662
22895,19894
22897,214552
22898,105841
22899,442801
22901,74008
22902,52822
22903,228662
22904,216161
22905,13855
22906,67095
22907,72831
22908,83493
22909,330554
22911,99512
22913,19383
22915,70945
22916,68092
22917,22786
22918,17064
22919,13589
22920,16579
22921,76467
22924,100732
22925,18779
22926,226641
22927,56541
22928,20768
22929,109079
22930,226407
22931,19330
22933,64383
22934,19895
22936,192657
22937,235623
22938,66354
22941,210274
22943,13380
22944,16588
22948,12465
22949,67103
22950,20534
22953,231602
22954,69807
22955,29871
22974,72119
22976,55982
22978,76952
22979,668212
22980,66855
22981,78177
22982,208440
22983,56527
22984,18572
22985,56215
22986,66673
22987,75209
22989,667772
22990,54604
22992,225876
22993,106894
22994,12009
22995,99100
22996,230603
22997,235086
22998,77569
22999,116837
23001,72145
23002,208846
23005,26390
23007,269437
23008,76788
23011,216344
23012,232533
23013,56381
23014,231670
23016,66446
23017,72393
23019,234594
23020,320632
23023,330401
23024,55983
23025,382018
23026,244281
23028,99982
23029,52202
23030,193796
23031,546071
23032,170822
23033,320615
23034,74480
23035,244650
23036,30046
23037,68070
23038,230796
23039,65246
23040,17933
23041,67074
23042,94184
23043,665113
23046,16565
23047,100710
23048,14269
23049,233789
23051,320799
23052,71946
23053,268721
23054,56406
23057,226518
23059,76779
23060,214812
23061,76795
23062,74105
23063,218914
23064,269254
23065,230866
23066,67088
23070,74157
23071,76299
23072,94253
23074,75089
23075,20947
23076,72462
23077,105689
23078,219189
23080,78937
23081,76804
23082,226169
23085,111173
23086,320051
23087,66854
23089,170676
23090,94187
23091,67302
23092,71302
23093,320244
23094,74206
23095,16561
23096,245666
23097,78334
23098,237868
23099,71834
23102,67016
23105,320027
23107,218506
23108,380711
23109,13199
23111,229285
23112,213988
23113,78309
23114,269116
23116,328108
23118,68652
23119,58180
23120,319767
23122,76499
23125,216874
23126,229584
23127,269132
23129,67784
23130,329015
23131,237943
23132,81000
23133,320595
23135,216850
23136,13823
23137,226026
23138,212706
23139,17776
23140,195018
23141,71782
23142,100737
23143,380916
23144,223642
23145,243369
23148,192950
23149,74015
23150,232288
23151,223752
23152,71722
23154,26562
23155,229725
23157,56526
23158,71310
23160,72515
23161,217463
23162,30957
23163,260302
23164,26936
23165,70699
23166,192187
23167,76740
23168,76246
23169,242585
23170,223723
23171,333433
23172,109359
23173,75624
23174,142682
23175,14245
23176,20362
23177,216543
23178,269224
23179,19731
23180,76438
23181,64451
23184,67943
23185,217980
23186,217864
23187,102693
23189,107351
23190,67812
23191,20430
23192,66615
23193,14376
23194,448987
23195,100019
23196,218236
23197,76577
23198,103554
23199,382034
23200,76295
23201,319604
23203,66865
23204,54208
23205,94180
23207,69582
23208,229521
23209,170790
23210,107817
23211,330474
23212,59014
23213,240725
23214,74204
23215,226562
23216,57915
23217,103406
23218,235627
23219,67948
23220,207521
23221,246710
23223,107094
23224,319565
23225,54563
23228,224860
23229,236915
23230,271564
23231,231238
23232,209478
23233,75914
23234,108671
23235,235344
23236,18795
23237,11838
23239,98432
23240,229473
23241,217893
23242,12808
23243,105522
23244,71521
23245,56079
23246,12181
23247,233865
23248,75137
23250,50770
23251,209743
23252,73162
23253,106585
23254,71529
23255,68617
23256,76983
23258,19347
23259,72108
23261,100072
23262,227399
23263,17207
23264,20286
23265,53413
23266,99633
23268,71972
23269,29808
23270,72480
23271,67886
23272,218850
23274,74374
23275,80294
23276,270201
23277,74148
23279,59015
23281,77521
23283,83410
23284,319387
23285,231570
23286,211652
23287,67269
23288,74239
23291,103583
23293,103677
23294,224650
23295,17237
23299,76895
23300,234776
23301,216565
23302,216881
23303,16554
23304,224826
23305,216739
23306,210035
23307,338355
23308,50723
23309,20467
23310,78658
23312,235380
23313,223739
23314,212712
23315,77031
23316,13048
23317,235567
23318,230594
23321,80890
23322,244585
23324,17160
23325,319277
23326,216825
23327,83814
23328,70097
23329,74694
23332,76707
23333,244745
23334,230676
23335,104082
23336,233335
23338,76901
23339,269338
23341,214063
23344,23943
23345,64009
23347,74355
23348,105445
23349,230085
23350,67958
23351,219094
23352,69116
23353,77053
23354,71909
23355,209018
23357,68737
23358,329908
23359,70638
23360,55935
23361,320683
23362,234353
23363,98733
23365,69632
23366,68283
23367,73158
23368,21981
23369,80913
23370,102098
23371,209039
23373,382056
23376,67490
23378,101867
23379,218333
23380,14270
23381,229512
23382,74340
23383,74549
23384,74392
23385,59287
23386,209586
23387,70661
23389,76199
23390,320150
23392,230249
23394,11538
23395,102436
23396,18717
23397,215387
23398,238831
23399,67181
23400,74772
23401,212398
23403,243867
23404,227715
23405,192119
23406,72042
23408,68346
23409,75387
23410,64384
23411,93759
23412,12238
23413,14299
23414,22762
23415,380728
23416,16512
23417,56690
23418,170788
23421,67733
23423,66111
23424,100121
23426,74053
23428,50934
23431,108011
23432,240888
23433,104215
23435,230908
23436,67868
23438,70791
23439,67821
23440,18420
23443,229782
23446,100434
23450,101943
23451,81898
23452,26360
23456,56199
23457,56325
23460,76184
23461,217265
23462,15213
23463,57295
23464,26912
23466,494448
23467,73340
23468,12419
23469,213109
23471,72265
23473,12339
23474,66071
23475,67375
23476,57261
23478,56529
23479,66383
23480,100042561
23481,64934
23483,76355
23484,68192
23492,52609
23493,15214
23495,57916
23498,107766
23500,76441
23503,211978
23504,231760
23505,56030
23506,210982
23507,433926
23508,69480
23509,140484
23510,70382
23511,227699
23512,52615
23513,105782
23514,224008
23515,338467
23516,213053
23517,72198
23518,226412
23521,22121
23522,54169
23523,104248
23524,75956
23526,70719
23527,78618
23528,226442
23529,56708
23531,67468
23533,320207
23534,320938
23536,30947
23539,57274
23541,67815
23542,60597
23543,93686
23544,56747
23545,21871
23546,58867
23548,67515
23549,13437
23550,215632
23551,75141
23552,105278
23553,77042
23554,269831
23555,70423
23556,27392
23557,20615
23558,22378
23559,22377
23560,69237
23562,56173
23564,51793
23566,65086
23567,26919
23568,107566
23569,18602
23576,69219
23580,56699
23581,12365
23582,17151
23583,71726
23584,57276
23585,71817
23586,230073
23587,54351
23588,69554
23589,52502
23590,56075
23592,380664
23593,56016
23594,56452
23595,50793
23596,13603
23598,56218
23600,17117
23601,23845
23603,23790
23604,13143
23607,12488
23608,54484
23609,67027
23612,27280
23613,228880
23616,20401
23617,22115
23620,18217
23621,23821
23624,80794
23625,17826
23626,26972
23627,26434
23630,66240
23632,23831
23633,16650
23635,66970
23636,18226
23637,227800
23639,54562
23640,66245
23641,434784
23643,17087
23644,234699
23645,17872
23646,18807
23647,76932
23648,72475
23649,18969
23650,72169
23654,140570
23657,26570
23658,66373
23659,192654
23660,22757
23670,83921
23671,56363
23673,100226
23676,66106
23677,98402
23682,72433
23683,75292
23704,57814
23705,54725
23708,14853
23710,57436
23729,74637
23731,242474
23732,230235
23741,58521
23743,64918
23746,114230
23753,64136
23759,66053
23760,56305
23761,320951
23762,74309
23764,17133
23765,16172
23767,71436
23768,399558
23769,396184
23770,14232
23774,223770
23780,239552
23786,94044
23787,56462
23788,56428
24137,16571
24139,72205
24140,54632
24141,76161
24142,56441
24144,54723
24145,55991
24146,60363
24147,14221
24148,68879
24149,57908
25758,241589
25759,216148
25764,67693
25766,54614
25769,76376
25771,223754
25776,73739
25777,223697
25778,213452
25780,240168
25782,98732
25788,623474
25789,67937
25790,71870
25791,53972
25792,68379
25793,69754
25794,238021
25796,66171
25797,70536
25798,55950
25799,243834
25800,106957
25801,227960
25802,93689
25803,30051
25804,50783
25805,68010
25806,24113
25807,279766
25809,319953
25813,68653
25814,54138
25817,106014
25818,68668
25819,12457
25820,23806
25821,68291
25822,56323
25823,26945
25824,54683
25825,56175
25827,72179
25828,56551
25829,223693
25830,29859
25831,207304
25833,18988
25834,67569
25836,71175
25837,328778
25839,102339
25840,70152
25841,99382
25842,66403
25843,19070
25844,28064
25847,69010
25849,231440
25851,70381
25852,74125
25853,68970
25854,212326
25855,107392
25858,67077
25861,73750
25862,224836
25864,68644
25865,101540
25870,67902
25871,212547
25874,70456
25875,68614
25876,70997
25879,223499
25880,66690
25884,69121
25885,20019
25886,70235
25888,243963
25890,320712
25891,210622
25893,216781
25894,102075
25895,100504608
25896,77065
25897,30945
25898,68098
25900,320678
25901,215814
25902,270685
25903,320078
25904,78893
25906,75430
25907,72309
25909,226747
25911,226162
25912,99650
25913,101185
25914,246102
25915,66706
25917,14911
25920,58202
25921,228136
25923,109168
25924,245049
25925,225207
25926,68979
25927,380686
25928,66042
25929,216766
25930,104831
25932,29876
25934,73398
25936,381318
25937,97064
25938,320487
25939,56045
25940,72722
25941,66648
25942,20466
25943,228602
25945,58998
25946,29813
25948,210973
25949,68592
25950,66568
25953,56695
25956,240667
25957,66625
25959,235041
25960,78560
25961,67725
25962,66185
25963,211499
25966,207781
25970,20399
25972,67387
25973,230577
25974,67096
25975,54156
25976,99929
25977,67602
25978,68942
25979,216820
25980,68295
25981,110084
25983,68966
25984,94179
25987,244152
25988,102423
25989,71742
25992,208777
25994,100503808
25996,104444
25998,108837
25999,76686
26000,68449
26001,70510
26002,59012
26003,70231
26005,277939
26007,225913
26009,108946
26010,67198
26011,23966
26012,56876
26013,241764
26015,68925
26017,67922
26018,16206
26019,326622
26020,65107
26022,103743
26025,93724
26027,329910
26030,263406
26031,71720
26032,382111
26033,226255
26034,320495
26035,93683
26036,98403
26037,217692
26038,269610
26039,269397
26040,240427
26043,224111
26045,107065
26046,78913
26047,66797
26049,320557
26050,75409
26051,228852
26052,103967
26053,319974
26054,215351
26056,52055
26057,81702
26058,227331
26059,238988
26060,72993
26061,56794
26063,26378
26064,75646
26065,67070
26071,72865
26073,67811
26084,622434
26085,626834
26086,67839
26088,106039
26090,76192
26091,67345
26093,243846
26094,73828
26097,66511
26098,214764
26099,213491
26100,74781
26103,239037
26108,72135
26115,77097
26118,78889
26119,100017
26121,68988
26122,227867
26123,67590
26127,67529
26128,72320
26130,66691
26133,56407
26135,66870
26136,21753
26137,56490
26140,101100
26145,272359
26146,74019
26147,74016
26150,67747
26151,66176
26153,668303
26154,74591
26155,57741
26156,66409
26160,67661
26164,52856
26166,626596
26167,93881
26168,80886
26173,68510
26175,320351
26188,258912
26190,30050
26191,19260
26205,229004
26206,433700
26207,71795
26211,258016
26212,218066
26219,258620
26223,213311
26224,50789
26225,75423
26227,236539
26228,56792
26229,72727
26230,24001
26232,230904
26233,30840
26234,242960
26235,269514
26240,108161
26246,258937
26248,258922
26249,100503085
26251,240444
26253,56619
26254,269120
26256,71132
26257,18094
26258,18457
26259,231672
